English,Swahili Translations,Swahili Confidences,Luo Translations,Luo Confidences
Ministry of Education launches mobile learning units to reach out-of-school children in remote rural locations.,Wizara ya Elimu inazindua vituo vya kujifunza vya simu ili kuwafikia watoto walio nje ya shule katika maeneo ya vijijini.,0.629371953,Ofis mar Puonjruok chako chenro mar somo kokalo kuom simo mondo okony nyithindo ma ok dhi e skul e gwenge mosokore.,0.507351722
TVETA conducts specialized training workshops for instructors to update skills and curriculum delivery methods.,TVETA huendesha semina za mafunzo maalum kwa walimu ili kuboresha ujuzi na njia za utoaji wa programu.,0.587642639,TVETA tayo seminari mag tiego jopuonj mondo omed lony e puonjo kendo konyo e chiwo program.,0.380685565
National Research Fund collaborates with universities to set up a digital repository of theses and research papers.,National Research Fund inashirikiana na vyuo vikuu kuanzisha hifadhi ya digital ya maandishi na karatasi za utafiti.,0.656423324,National Research Fund tiyo kanyachiel gi yunivasiti mondo gichakgo kano buge kod buge mag nonro e yo digital.,0.459853245
Ministry of Education and Agriculture partner to improve school feeding programs to boost student attendance and learning.,Wizara ya Elimu na Kilimo inashirikiana kuboresha mipango ya kulisha shule ili kuongeza kuhudhuria na kujifunza kwa wanafunzi.,0.72749344,Ofis mar Puonjruok kod Puonjo Ji Tiyo Kanyachiel e Timo Dongruok e Chenro mar Chiwo Chiemb Odhiambo e Skul Mondo Osemiyo Jopuonjre Odhi Nyime Puonjore.,0.460999836
Ministry of Education organizes nationwide career fairs to expose students to diverse career pathways.,Wizara ya Elimu huandaa maonyesho ya kazi ya kitaifa ili kuwaonyesha wanafunzi njia mbalimbali za kazi.,0.713433791,Ofis mar Puonjruok chano tije mopogore opogore mag puonjo e piny mangima mondo ginyisgo jopuonjre yore mopogore opogore mag tich.,0.446792202
"We will have the STEM pathways taking pure maths, and the other two pathways having a form of maths, so that we have maths in all three pathways in senior school","Tutapata njia za STEM kuchukua hisabati safi, na njia nyingine mbili kuwa na aina ya hisabati, hivyo kuwa na hisabati katika njia zote tatu katika shule ya sekondari",0.692103831,"Wabiro yudo yore mag STEM mag kawo somo mar pimo maler, kendo yore ariyo mamoko mag bedo gi kit pimo, omiyo bed gi pimo e yore adekgo e sekondar",0.447353741
I will lead the team that will ensure that the recommendations are implemented for the benefit of children and society,Mimi nitaongoza timu ambayo itahakikisha kwamba mapendekezo hayo yanapatikana kwa manufaa ya watoto na jamii,0.684284505,Abiro tayo grup mabiro neno ni paro ma kamago yudore e yo maber ne nyithindo koda ne oganda.,0.464934146
The Kenya Institute of Curriculum Development (KICD) has reduced the number of subjects under the Competence-Based Curriculum in line with the recommendations by the Presidential Working Party on Education Reform (PWPER),Taasisi ya Kenya ya Maendeleo ya Mafunzo (KICD) imepunguza idadi ya masomo katika Mafunzo ya Msingi wa Uwezo kulingana na mapendekezo ya Kikundi cha Kazi cha Rais cha Marekebisho ya Elimu (PWPER),0.716481514,Kenya Institute for the Advancement of Education (KICD) osedoko chien kwan mar somo e tiegruok mar tiegruok kaluwore gi paro mar President's Working Group on Education Reform (PWPER),0.553381939
Learners sitting for Kenya Primary School Education Assessment (KPSEA) and Kenya Junior School Education Assessment (KJSEA) will now be required to shade their answers using Optical Mark Recognition (OMR) sheets,Wanafunzi wanaohudhuria Tathmini ya Elimu ya Shule za Msingi nchini Kenya (KPSEA) na Tathmini ya Elimu ya Shule za Kijana nchini Kenya (KJSEA) sasa watahitajika kutoa majibu yao kwa kutumia karatasi za Utambuzi wa Alama za Macho (OMR).,0.657644609,Nyithindo ma dhi e Kenya Primary School Education Assessment (KPSEA) kod Kenya Junior School Education Assessment (KJSEA) koro ibiro chuno ni gichiw dwoko maggi ka gitiyo gi kalatese mag Opich (OMR).,0.539783465
"[Digital Learning Initiative] Government rollout of 1.2 million digital devices including laptops for teachers and tablets for students to all 22,000 public primary schools","[ Digital Learning Initiative] Serikali ya kuanzishwa kwa vifaa milioni 1.2 digital ikiwa ni pamoja na kompyuta ndogo kwa walimu na vidonge kwa wanafunzi kwa wote 22,000 shule za msingi za umma",0.594756143,"[ Digital Learning Initiative] Sirkal chako tiyo gi masinde milion 1.2 moriwo nyaka kompyuta moting'o kompyuta mag jopuonjre kod tablet mag jopuonjre e skunde 22,000 mag piny",0.525512245
"[Training Achievement] Over 91,000 teachers trained to deliver digital learning content as part of Digital Literacy Programme implementation","[Mafanikio ya Mafunzo] Walimu zaidi ya 91,000 wamezoezwa kutoa maudhui ya kujifunza ya digital kama sehemu ya utekelezaji wa Mpango wa Digital Literacy",0.68616762,"[Mano e Puonjruok] Jopuonj mokalo 91,000 osepuonjore chiwo gik ma ginyalo puonjore e yor digital kaka achiel kuom chenro mag Digital Literacy Program",0.442801258
[Kenya Education Cloud] Digital learning platform providing free educational content during COVID-19 pandemic for remote learning continuity,[Kenya Education Cloud] Jukwaa la kujifunza la dijiti ambalo hutoa maudhui ya bure ya elimu wakati wa janga la COVID-19 kwa kuendelea kujifunza kwa mbali,0.694036299,[Kenya Education Cloud] Puonjruok mar digital ma chiwo puonj maonge chudo e kinde mar tuoche mag COVID-19 kokalo kuom puonjruok mabor,0.5740145
"[CBC Implementation] Official implementation of Grades 4, 5, and 6 under Competency-Based Curriculum starting January 2020","[Utekelezaji wa CBC] Utekelezaji rasmi wa Darasa la 4, 5 na 6 chini ya Mpangilio wa Elimu wa Msingi wa Uwezo kuanzia Januari 2020",0.669729086,"[CBC] Tiyo gi Klas mar 4, 5 kod 6 e bwo Chenro mar Puonjruok e Wi Gik ma Nyalo Chando Ji Chakre Januar 2020",0.488702065
KICD: CBC Subjects to be Dropped and Replaced in 2024. The Kenya Institute of Curriculum Development (KICD) plans to lower the number of learning areas for learners within the Competency-Based Curriculum (CBC) beginning in January 2024.,KICD: Vitu vya CBC vitatolewa na kubadilishwa mnamo 2024. Taasisi ya Kenya ya Maendeleo ya Mafunzo (KICD) ina mpango wa kupunguza idadi ya maeneo ya kujifunza kwa wanafunzi ndani ya Mafunzo ya Msingi wa Uwezo (CBC) kuanzia Januari 2024.,0.740843676,KICD: Ibiro golo kendo loko gik ma yudore e CBC e higa mar 2024. Kenya Institute for Training Development (KICD) dwaro dwoko chien kwan mar kuonde ma jopuonjre puonjoree e CBC kochakore Januar 2024.,0.518356761
Kenya rebranded CBC to CBE to expand focus beyond curriculum into infrastructure and school systems.,Kenya ilibadilisha jina la CBC kuwa CBE ili kupanua lengo zaidi ya programu ya masomo katika miundombinu na mifumo ya shule.,0.694171285,Kenya noloko nying CBC obed CBE mondo omed jiwo chenro mar somo e ute koda chenro mag skul.,0.510556872
"Schools lack labs, classrooms, and digital resources to support the reforms.","Shule hazina maabara, darasa, na rasilimali za dijiti za kusaidia mageuzi.",0.72764303,"Skunde ok nigi laboratori, klase, kata gik mamoko ma nyalo konyo ji mondo otim lokruok.",0.418387675
Project builds English-to-KSL dataset for deaf learners using AI.,Mradi huu hujenga seti ya data ya Kiingereza hadi KSL kwa wanafunzi viziwi kwa kutumia AI.,0.701370543,Chenrono loso chenro mar somo dho Kisungu nyaka KSL ne nyithindo ma itgi odino kotiyo gi rieko mar ng'eyo tiend weche.,0.552713433
Mekaela built a digital studio for online learning called Shule Pepe.,Mekaela alijenga studio ya digital ya kujifunza mtandaoni inayoitwa Shule Pepe.,0.805766406,Mekaela nogero studio mar puonjruok e Intanet miluongo ni Shule Pepe.,0.657808922
AI tools being tested in Nairobi digital learning centres.,Vifaa vya AI vinavyojaribiwa katika vituo vya kujifunza vya digital vya Nairobi.,0.609723526,Masinde mag AI ma itiyogo e timo nonro e digital learning centers man Nairobi.,0.458180952
Literacy platform expands into Kenyan public schools.,Jukwaa la kusoma na kuandika linaenea katika shule za umma nchini Kenya.,0.663995649,"E piny Kenya, somo gi ndiko en gima onya ahinya e skunde duto.",0.451226954
Project helps Nairobi schools access teacher training and learning tools.,Mradi huu husaidia shule za Nairobi kupata vifaa vya mafunzo na kujifunza kwa walimu.,0.68350426,Chenrono konyo skunde mag Nairobi yudo gige tiego jopuonj.,0.638688371
Rural schools receiving tablets and connectivity to boost digital learning.,Shule za mashambani zinapata vidonge na uhusiano ili kuongeza kujifunza kwa digital.,0.54459604,Skunde mag gweng' yudoga mbeseni kod tudruok mondo omi ji opuonjre e yo mar digital.,0.387417023
"In a joint initiative between KCB Foundation and the Ministry of Education, solar-powered tablets and internet connectivity were delivered to several rural Kenyan schools.","Katika mpango wa pamoja kati ya KCB Foundation na Wizara ya Elimu, vidonge vya jua na uhusiano wa mtandao viliwasilishwa kwa shule kadhaa za vijijini Kenya.",0.67910659,"E chenro ma KCB Foundation kod Ministry of Education oriwo, sunscreens kod intanet ne ochiw e skunde moko man Kenya.",0.480663069
"The DigiSchool pilot, managed by UNESCO, Huawei Kenya, and the Ministry of Education, connected 13 rural and peri-urban schools to high-speed internet using national fiber and wireless solutions.","Mradi wa majaribio wa DigiSchool, unaosimamiwa na UNESCO, Huawei Kenya, na Wizara ya Elimu, uliunganisha shule 13 za vijijini na za mijini na mtandao wa kasi kwa kutumia suluhisho za kitaifa za nyuzi na wireless.",0.681354178,"Chenro mar DigiSchool, ma ne itimo gi UNESCO, Huawei Kenya, kod Ministry of Education, noriwo skunde 13 mag gweng' kod mag taon gi intanet ma nigi piche mag ot ka ot kitiyo gi yore mag loso simo kod mag wireless.",0.445963368
"Huawei inaugurated a new ICT computer lab with 30 desktops and smart teaching screens at St. Stephens Namasoli Secondary School, Kakamega County.","Huawei ilifungua maabara mpya ya kompyuta ya ICT na kompyuta 30 na skrini za kufundisha smart katika Shule ya Upili ya St. Stephens Namasoli, Kaunti ya Kakamega.",0.705801014,"Huawei oseyawo laboratori manyien mar ICT kod kompyuta 30 kod piche mag puonjo mariek e St. Stephens Namasoli High School, Kakamega County.",0.603588334
"At Muhomo Primary School in Lugari, World Vision and government stakeholders provided educational tablets preloaded with literacy and numeracy software (ABRA).","Katika Shule ya Msingi ya Muhomo mjini Lugari, World Vision na mashirika ya serikali yalitoa vidonge vya elimu vilivyojaa programu ya kusoma na kuandika (ABRA).",0.657999806,"E skul maduong ' mar piny Lugari, World Vision kod riwruoge mag sirkal ne ochiwo buge moting'o buge ma lero somo kod ndiko (ABRA).",0.477561184
"Introduces a multimodal AI pipeline that processes spoken English through speech-to-text, converts it into American Sign Language (ASL) gloss, and generates lifelike 3D sign language animations.","Inaanzisha bomba la AI la multimodal ambalo hutumia Kiingereza kinachosemwa kupitia hotuba hadi maandishi, huibadilisha kuwa gloss ya Lugha ya Ishara ya Amerika (ASL), na hutoa picha za lugha ya ishara ya 3D kama ya maisha.",0.584467517,"Oketonwa tiyo mar AI ma tiyo gi dho Kisungu ma ji wacho e dhok ma ji ndiko, oloke mondo obed yo ma ji wuoyogo gi dho Amerika mar Kisungu, kendo ochiwo piche mag 3D mag dho momni kaka ngima.",0.330699994
"Introduces a real-time, non-intrusive AI system for ASL learning.","Inaanzisha wakati halisi, yasiyo ya uvamizi AI mfumo kwa kujifunza ASL.",0.558326947,Oting'o chenro mar puonjruok ASL e yo ma ok kal tong'.,0.414487356
Government launches pilot project introducing virtual reality (VR) tools in select secondary schools to enhance interactive learning.,Serikali inazindua mradi wa majaribio wa kuanzisha zana za ukweli wa kweli (VR) katika shule za sekondari zilizochaguliwa ili kuongeza ujifunzaji wa maingiliano.,0.739772524,Sirkal chako chenro mar temo tiyo gi gik ma nyiso adiera e skul mag sekondar mondo okony ji opuonjre e yo ma mulo winjruokgi.,0.358802175
Ministry of Education initiates mass distribution of e-books to complement paper-based textbooks for secondary learners.,Wizara ya Elimu inaanzisha usambazaji wa vitabu vya elektroniki ili kuongeza vitabu vya mafunzo vya karatasi kwa wanafunzi wa sekondari.,0.667525908,Ofis mar Puonjruok chako chiwo buge mag kompyuta mondo omedgo buge mag somo e skul.,0.427413498
Ministry of ICT partners with NGOs to provide free online coding bootcamps targeting youth in underserved communities.,Wizara ya ICT inashirikiana na mashirika yasiyo ya kiserikali kutoa kambi za bure za mafunzo za mtandaoni kwa vijana katika jamii zisizo na huduma.,0.599816659,Ministry of ICT tiyo kanyachiel gi riwruoge maok mag sirkal mondo gichiw tiegruok maonge chudo e intanet ne rowere manie alwora ma onge gi chenro mar yudo kony.,0.463578109
Ministry of Education implements a formal policy supporting distance learning across all education levels during COVID-19.,Wizara ya Elimu inatekeleza sera rasmi ya kusaidia elimu ya mbali katika ngazi zote za elimu wakati wa COVID-19.,0.742840451,Ministry of Education tiyo gi chenro mar tiego ji e yore duto e kinde mar COVID-19.,0.447427842
Government plans deployment of solar-powered computer labs to increase ICT access in remote rural schools.,Serikali ina mipango ya kutekeleza maabara ya kompyuta ya jua ili kuongeza upatikanaji wa ICT katika shule za vijijini za mbali.,0.669776933,Sirkal nigi chenro mar tiyo gi kompyuta mag chieng ' mondo omi skunde mag gwenge mosokore obed gi teknoloji mag teknoloji.,0.400221275
Ministry of ICT provides training for over 500 teachers on the use of Learning Management Systems (LMS) for blended learning.,Wizara ya ICT hutoa mafunzo kwa walimu zaidi ya 500 juu ya matumizi ya Mfumo wa Usimamizi wa Ujifunzaji (LMS) kwa kujifunza kuchanganywa.,0.739657807,Ministry of ICT tiego jopuonj mokalo 500 e tiyo gi LMS e puonjo ji gik moko e yo moriwo koda puonjo ji.,0.407953539
Ministry of Education partners with universities to sponsor national math olympiads for gifted students in secondary schools.,Wizara ya Elimu inashirikiana na vyuo vikuu kuandaa misaada ya kitaifa ya michezo ya hesabu kwa wanafunzi wenye vipaji katika shule za sekondari.,0.673158258,Ofis mar Puonjruok tiyo kanyachiel gi yunivasiti mondo okony jopuonjre ma nigi lony e sekondari.,0.521437022
Teachers Service Commission launches digital skills bootcamp targeted at in-service teachers with limited ICT knowledge.,Tume ya Huduma ya Walimu inazindua kambi ya mafunzo ya ujuzi wa digital iliyoelekezwa kwa walimu wanaofanya kazi na wenye ujuzi mdogo wa ICT.,0.62921349,Kanyakla mar Teacher Services Commission chako kambi mar tiego jopuonj ma nigi lony matin e weche mag ICT.,0.487015533
Kenya Institute of Curriculum Development launches a mobile app with interactive learning content for CBC learners.,Taasisi ya Kenya ya Maendeleo ya Mafunzo inazindua programu ya simu na yaliyomo kwenye mafunzo ya maingiliano kwa wanafunzi wa CBC.,0.661391327,Kenya Institute for Education Development chako chenro mar goyo simo kod tiegruok ma konyo jopuonjre mag CBC.,0.431835662
